subscriber,recorded_at,plan_changes_to_date
SUB-00680,2026-01-22T11:00:00Z,0
SUB-00680,2026-03-05T11:00:00Z,1
SUB-00681,2026-01-25T21:00:00Z,0
SUB-00681,2026-03-08T21:00:00Z,0
SUB-00682,2026-01-23T11:00:00Z,0
SUB-00682,2026-03-06T11:00:00Z,0
SUB-00683,2026-01-19T04:00:00Z,0
SUB-00683,2026-03-02T04:00:00Z,0
SUB-00684,2026-01-19T09:00:00Z,0
SUB-00684,2026-03-02T09:00:00Z,0
SUB-00684,2026-03-29T09:00:00Z,6
SUB-00685,2026-01-25T07:00:00Z,0
SUB-00685,2026-03-08T07:00:00Z,0
SUB-00686,2026-01-27T11:00:00Z,0
SUB-00686,2026-03-10T11:00:00Z,0
SUB-00686,2026-03-16T11:00:00Z,6
SUB-00687,2026-01-17T21:00:00Z,0
SUB-00687,2026-02-28T21:00:00Z,1
SUB-00687,2026-03-21T21:00:00Z,5
SUB-00688,2026-01-24T18:00:00Z,1
SUB-00688,2026-03-07T18:00:00Z,2
SUB-00688,2026-03-19T18:00:00Z,6
SUB-00689,2026-01-17T12:00:00Z,0
SUB-00689,2026-02-28T12:00:00Z,1
SUB-00690,2026-01-19T02:00:00Z,0
SUB-00690,2026-03-02T02:00:00Z,1
SUB-00690,2026-03-26T02:00:00Z,6
SUB-00691,2026-01-19T17:00:00Z,0
SUB-00691,2026-03-02T17:00:00Z,0
SUB-00691,2026-03-07T17:00:00Z,3
SUB-00692,2026-01-27T20:00:00Z,0
SUB-00692,2026-03-10T20:00:00Z,1
SUB-00692,2026-03-25T20:00:00Z,4
SUB-00693,2026-01-17T11:00:00Z,0
SUB-00693,2026-02-28T11:00:00Z,0
SUB-00693,2026-03-13T11:00:00Z,4
SUB-00694,2026-01-27T18:00:00Z,0
SUB-00694,2026-03-10T18:00:00Z,1
SUB-00694,2026-03-20T18:00:00Z,3
SUB-00695,2026-01-24T00:00:00Z,0
SUB-00695,2026-03-07T00:00:00Z,0
SUB-00695,2026-03-27T00:00:00Z,3
SUB-00696,2026-01-28T17:00:00Z,1
SUB-00696,2026-03-11T17:00:00Z,2
SUB-00696,2026-03-28T17:00:00Z,6
SUB-00697,2026-01-19T18:00:00Z,0
SUB-00697,2026-03-02T18:00:00Z,1
SUB-00698,2026-01-25T07:00:00Z,0
SUB-00698,2026-03-08T07:00:00Z,0
SUB-00699,2026-01-25T12:00:00Z,0
SUB-00699,2026-03-08T12:00:00Z,0
SUB-00700,2026-01-24T22:00:00Z,0
SUB-00700,2026-03-07T22:00:00Z,1
SUB-00700,2026-04-01T22:00:00Z,5
SUB-00701,2026-01-24T07:00:00Z,0
SUB-00701,2026-03-07T07:00:00Z,1
SUB-00701,2026-03-31T07:00:00Z,7
SUB-00702,2026-01-20T17:00:00Z,0
SUB-00702,2026-03-03T17:00:00Z,0
SUB-00702,2026-03-20T17:00:00Z,5
SUB-00703,2026-01-16T17:00:00Z,0
SUB-00703,2026-02-27T17:00:00Z,0
SUB-00704,2026-01-26T01:00:00Z,0
SUB-00704,2026-03-09T01:00:00Z,1
SUB-00704,2026-03-24T01:00:00Z,4
SUB-00705,2026-01-22T04:00:00Z,0
SUB-00705,2026-03-05T04:00:00Z,0
SUB-00705,2026-03-14T04:00:00Z,2
SUB-00706,2026-01-17T06:00:00Z,0
SUB-00706,2026-02-28T06:00:00Z,1
SUB-00707,2026-01-20T17:00:00Z,0
SUB-00707,2026-03-03T17:00:00Z,0
SUB-00708,2026-01-21T02:00:00Z,0
SUB-00708,2026-03-04T02:00:00Z,0
SUB-00709,2026-01-20T14:00:00Z,0
SUB-00709,2026-03-03T14:00:00Z,1
SUB-00709,2026-03-26T14:00:00Z,6
SUB-00710,2026-01-25T19:00:00Z,0
SUB-00710,2026-03-08T19:00:00Z,1
SUB-00710,2026-03-19T19:00:00Z,5
SUB-00711,2026-01-23T04:00:00Z,0
SUB-00711,2026-03-06T04:00:00Z,0
SUB-00711,2026-04-01T04:00:00Z,3
SUB-00712,2026-01-18T16:00:00Z,0
SUB-00712,2026-03-01T16:00:00Z,0
SUB-00713,2026-01-22T21:00:00Z,0
SUB-00713,2026-03-05T21:00:00Z,0
SUB-00713,2026-03-21T21:00:00Z,4
SUB-00714,2026-01-18T02:00:00Z,1
SUB-00714,2026-03-01T02:00:00Z,2
SUB-00715,2026-01-21T12:00:00Z,0
SUB-00715,2026-03-04T12:00:00Z,1
SUB-00715,2026-03-10T12:00:00Z,4
SUB-00716,2026-01-27T22:00:00Z,0
SUB-00716,2026-03-10T22:00:00Z,1
SUB-00717,2026-01-18T01:00:00Z,0
SUB-00717,2026-03-01T01:00:00Z,0
SUB-00717,2026-03-06T01:00:00Z,6
SUB-00718,2026-01-22T10:00:00Z,0
SUB-00718,2026-03-05T10:00:00Z,1
SUB-00719,2026-01-17T03:00:00Z,0
SUB-00719,2026-02-28T03:00:00Z,1
SUB-00719,2026-03-27T03:00:00Z,6
SUB-00720,2026-01-19T15:00:00Z,0
SUB-00720,2026-03-02T15:00:00Z,0
SUB-00720,2026-03-09T15:00:00Z,3
SUB-00721,2026-01-21T09:00:00Z,0
SUB-00721,2026-03-04T09:00:00Z,0
SUB-00721,2026-03-25T09:00:00Z,4
SUB-00722,2026-01-20T07:00:00Z,1
SUB-00722,2026-03-03T07:00:00Z,2
SUB-00722,2026-03-26T07:00:00Z,3
SUB-00723,2026-01-22T11:00:00Z,0
SUB-00723,2026-03-05T11:00:00Z,0
SUB-00723,2026-03-30T11:00:00Z,1
SUB-00724,2026-01-29T04:00:00Z,0
SUB-00724,2026-03-12T04:00:00Z,1
SUB-00724,2026-03-27T04:00:00Z,5
SUB-00725,2026-01-22T01:00:00Z,0
SUB-00725,2026-03-05T01:00:00Z,1
SUB-00725,2026-03-23T01:00:00Z,6
SUB-00726,2026-01-17T21:00:00Z,0
SUB-00726,2026-02-28T21:00:00Z,1
SUB-00726,2026-03-07T21:00:00Z,4
SUB-00727,2026-01-28T16:00:00Z,0
SUB-00727,2026-03-11T16:00:00Z,0
SUB-00727,2026-03-26T16:00:00Z,6
SUB-00728,2026-01-26T09:00:00Z,0
SUB-00728,2026-03-09T09:00:00Z,0
SUB-00729,2026-01-16T17:00:00Z,0
SUB-00729,2026-02-27T17:00:00Z,0
SUB-00729,2026-03-13T17:00:00Z,6
SUB-00730,2026-01-17T17:00:00Z,0
SUB-00730,2026-02-28T17:00:00Z,1
SUB-00730,2026-03-13T17:00:00Z,5
SUB-00731,2026-01-23T08:00:00Z,0
SUB-00731,2026-03-06T08:00:00Z,0
SUB-00731,2026-03-22T08:00:00Z,6
SUB-00732,2026-01-18T12:00:00Z,0
SUB-00732,2026-03-01T12:00:00Z,0
SUB-00732,2026-03-13T12:00:00Z,2
SUB-00733,2026-01-27T22:00:00Z,0
SUB-00733,2026-03-10T22:00:00Z,0
SUB-00734,2026-01-27T11:00:00Z,0
SUB-00734,2026-03-10T11:00:00Z,1
SUB-00735,2026-01-17T11:00:00Z,0
SUB-00735,2026-02-28T11:00:00Z,0
SUB-00735,2026-03-26T11:00:00Z,3
SUB-00736,2026-01-22T05:00:00Z,0
SUB-00736,2026-03-05T05:00:00Z,1
SUB-00737,2026-01-25T00:00:00Z,0
SUB-00737,2026-03-08T00:00:00Z,0
SUB-00738,2026-01-29T15:00:00Z,0
SUB-00738,2026-03-12T15:00:00Z,0
SUB-00738,2026-04-05T15:00:00Z,6
SUB-00739,2026-01-26T10:00:00Z,0
SUB-00739,2026-03-09T10:00:00Z,1
SUB-00739,2026-03-16T10:00:00Z,4
SUB-00740,2026-01-17T06:00:00Z,0
SUB-00740,2026-02-28T06:00:00Z,1
SUB-00741,2026-01-20T01:00:00Z,0
SUB-00741,2026-03-03T01:00:00Z,1
SUB-00742,2026-01-18T12:00:00Z,0
SUB-00742,2026-03-01T12:00:00Z,0
SUB-00743,2026-01-29T05:00:00Z,0
SUB-00743,2026-03-12T05:00:00Z,0
SUB-00744,2026-01-29T12:00:00Z,0
SUB-00744,2026-03-12T12:00:00Z,0
SUB-00744,2026-04-10T12:00:00Z,2
SUB-00745,2026-01-28T06:00:00Z,0
SUB-00745,2026-03-11T06:00:00Z,0
SUB-00745,2026-04-01T06:00:00Z,5
SUB-00746,2026-01-20T21:00:00Z,0
SUB-00746,2026-03-03T21:00:00Z,0
SUB-00747,2026-01-17T13:00:00Z,0
SUB-00747,2026-02-28T13:00:00Z,0
SUB-00747,2026-03-18T13:00:00Z,4
SUB-00748,2026-01-22T22:00:00Z,0
SUB-00748,2026-03-05T22:00:00Z,0
SUB-00748,2026-03-24T22:00:00Z,7
SUB-00749,2026-01-21T09:00:00Z,0
SUB-00749,2026-03-04T09:00:00Z,0
SUB-00749,2026-03-14T09:00:00Z,3
SUB-00750,2026-01-28T18:00:00Z,0
SUB-00750,2026-03-11T18:00:00Z,0
SUB-00751,2026-01-23T03:00:00Z,0
SUB-00751,2026-03-06T03:00:00Z,1
SUB-00752,2026-01-18T05:00:00Z,0
SUB-00752,2026-03-01T05:00:00Z,0
SUB-00753,2026-01-23T14:00:00Z,0
SUB-00753,2026-03-06T14:00:00Z,0
SUB-00754,2026-01-29T07:00:00Z,0
SUB-00754,2026-03-12T07:00:00Z,0
SUB-00755,2026-01-18T12:00:00Z,0
SUB-00755,2026-03-01T12:00:00Z,0
SUB-00755,2026-03-06T12:00:00Z,4
SUB-00756,2026-01-24T02:00:00Z,0
SUB-00756,2026-03-07T02:00:00Z,1
SUB-00757,2026-01-21T13:00:00Z,0
SUB-00757,2026-03-04T13:00:00Z,0
SUB-00757,2026-03-16T13:00:00Z,7
SUB-00758,2026-01-22T04:00:00Z,0
SUB-00758,2026-03-05T04:00:00Z,0
SUB-00758,2026-03-20T04:00:00Z,3
SUB-00759,2026-01-25T05:00:00Z,0
SUB-00759,2026-03-08T05:00:00Z,0
SUB-00759,2026-04-05T05:00:00Z,6
SUB-00760,2026-01-29T05:00:00Z,0
SUB-00760,2026-03-12T05:00:00Z,0
SUB-00761,2026-01-28T00:00:00Z,0
SUB-00761,2026-03-11T00:00:00Z,0
SUB-00762,2026-01-25T18:00:00Z,0
SUB-00762,2026-03-08T18:00:00Z,0
SUB-00763,2026-01-22T06:00:00Z,0
SUB-00763,2026-03-05T06:00:00Z,0
SUB-00763,2026-03-28T06:00:00Z,3
SUB-00764,2026-01-27T13:00:00Z,0
SUB-00764,2026-03-10T13:00:00Z,1
SUB-00764,2026-04-06T13:00:00Z,2
SUB-00765,2026-01-18T22:00:00Z,0
SUB-00765,2026-03-01T22:00:00Z,0
SUB-00765,2026-03-22T22:00:00Z,4
SUB-00766,2026-01-24T10:00:00Z,0
SUB-00766,2026-03-07T10:00:00Z,0
SUB-00766,2026-03-19T10:00:00Z,4
SUB-00767,2026-01-19T10:00:00Z,0
SUB-00767,2026-03-02T10:00:00Z,0
SUB-00768,2026-01-20T15:00:00Z,0
SUB-00768,2026-03-03T15:00:00Z,1
SUB-00769,2026-01-16T15:00:00Z,0
SUB-00769,2026-02-27T15:00:00Z,0
SUB-00769,2026-03-15T15:00:00Z,7
SUB-00770,2026-01-27T17:00:00Z,0
SUB-00770,2026-03-10T17:00:00Z,1
SUB-00771,2026-01-17T16:00:00Z,0
SUB-00771,2026-02-28T16:00:00Z,0
SUB-00772,2026-01-26T05:00:00Z,2
SUB-00772,2026-03-09T05:00:00Z,3
SUB-00772,2026-03-20T05:00:00Z,8
SUB-00773,2026-01-27T09:00:00Z,1
SUB-00773,2026-03-10T09:00:00Z,2
SUB-00773,2026-03-25T09:00:00Z,7
SUB-00774,2026-01-24T00:00:00Z,0
SUB-00774,2026-03-07T00:00:00Z,1
SUB-00775,2026-01-29T04:00:00Z,0
SUB-00775,2026-03-12T04:00:00Z,0
SUB-00775,2026-03-31T04:00:00Z,5
SUB-00776,2026-01-21T13:00:00Z,0
SUB-00776,2026-03-04T13:00:00Z,0
SUB-00776,2026-04-01T13:00:00Z,8
SUB-00777,2026-01-27T17:00:00Z,0
SUB-00777,2026-03-10T17:00:00Z,0
SUB-00778,2026-01-28T06:00:00Z,2
SUB-00778,2026-03-11T06:00:00Z,3
SUB-00778,2026-04-08T06:00:00Z,9
SUB-00779,2026-01-20T18:00:00Z,0
SUB-00779,2026-03-03T18:00:00Z,0
SUB-00779,2026-03-09T18:00:00Z,5
SUB-00780,2026-01-17T05:00:00Z,0
SUB-00780,2026-02-28T05:00:00Z,0
SUB-00781,2026-01-28T14:00:00Z,0
SUB-00781,2026-03-11T14:00:00Z,1
SUB-00781,2026-04-05T14:00:00Z,7
SUB-00782,2026-01-24T06:00:00Z,0
SUB-00782,2026-03-07T06:00:00Z,0
SUB-00782,2026-04-01T06:00:00Z,4
SUB-00783,2026-01-20T01:00:00Z,0
SUB-00783,2026-03-03T01:00:00Z,0
SUB-00784,2026-01-27T13:00:00Z,0
SUB-00784,2026-03-10T13:00:00Z,1
SUB-00785,2026-01-22T02:00:00Z,0
SUB-00785,2026-03-05T02:00:00Z,1
SUB-00785,2026-03-28T02:00:00Z,7
SUB-00786,2026-01-27T03:00:00Z,0
SUB-00786,2026-03-10T03:00:00Z,0
SUB-00787,2026-01-23T23:00:00Z,0
SUB-00787,2026-03-06T23:00:00Z,0
SUB-00788,2026-01-29T21:00:00Z,0
SUB-00788,2026-03-12T21:00:00Z,0
SUB-00789,2026-01-20T11:00:00Z,0
SUB-00789,2026-03-03T11:00:00Z,1
SUB-00790,2026-01-16T15:00:00Z,0
SUB-00790,2026-02-27T15:00:00Z,0
SUB-00790,2026-03-25T15:00:00Z,3
SUB-00791,2026-01-26T18:00:00Z,0
SUB-00791,2026-03-09T18:00:00Z,1
SUB-00792,2026-01-20T18:00:00Z,0
SUB-00792,2026-03-03T18:00:00Z,0
SUB-00793,2026-01-18T03:00:00Z,0
SUB-00793,2026-03-01T03:00:00Z,0
SUB-00793,2026-03-18T03:00:00Z,3
SUB-00794,2026-01-23T02:00:00Z,0
SUB-00794,2026-03-06T02:00:00Z,0
SUB-00794,2026-04-02T02:00:00Z,4
SUB-00795,2026-01-26T18:00:00Z,0
SUB-00795,2026-03-09T18:00:00Z,1
SUB-00796,2026-01-21T15:00:00Z,0
SUB-00796,2026-03-04T15:00:00Z,0
SUB-00796,2026-03-22T15:00:00Z,5
SUB-00797,2026-01-21T18:00:00Z,0
SUB-00797,2026-03-04T18:00:00Z,1
SUB-00798,2026-01-23T13:00:00Z,0
SUB-00798,2026-03-06T13:00:00Z,0
SUB-00799,2026-01-27T10:00:00Z,0
SUB-00799,2026-03-10T10:00:00Z,1
SUB-00799,2026-04-08T10:00:00Z,4
SUB-00800,2026-01-19T18:00:00Z,0
SUB-00800,2026-03-02T18:00:00Z,1
SUB-00800,2026-03-22T18:00:00Z,2
SUB-00801,2026-01-20T15:00:00Z,0
SUB-00801,2026-03-03T15:00:00Z,1
SUB-00801,2026-03-14T15:00:00Z,6
SUB-00802,2026-01-29T20:00:00Z,0
SUB-00802,2026-03-12T20:00:00Z,1
SUB-00803,2026-01-24T03:00:00Z,1
SUB-00803,2026-03-07T03:00:00Z,2
SUB-00803,2026-03-22T03:00:00Z,5
SUB-00804,2026-01-30T07:00:00Z,0
SUB-00804,2026-03-13T07:00:00Z,0
SUB-00804,2026-04-07T07:00:00Z,4
SUB-00805,2026-01-19T06:00:00Z,0
SUB-00805,2026-03-02T06:00:00Z,1
SUB-00806,2026-01-28T11:00:00Z,0
SUB-00806,2026-03-11T11:00:00Z,1
SUB-00807,2026-01-19T12:00:00Z,0
SUB-00807,2026-03-02T12:00:00Z,0
SUB-00808,2026-01-22T23:00:00Z,0
SUB-00808,2026-03-05T23:00:00Z,0
SUB-00808,2026-03-30T23:00:00Z,4
SUB-00809,2026-01-19T04:00:00Z,0
SUB-00809,2026-03-02T04:00:00Z,0
SUB-00810,2026-01-16T15:00:00Z,0
SUB-00810,2026-02-27T15:00:00Z,0
SUB-00811,2026-01-18T16:00:00Z,0
SUB-00811,2026-03-01T16:00:00Z,0
SUB-00812,2026-01-25T10:00:00Z,0
SUB-00812,2026-03-08T10:00:00Z,1
SUB-00812,2026-03-20T10:00:00Z,2
SUB-00813,2026-01-21T09:00:00Z,0
SUB-00813,2026-03-04T09:00:00Z,0
SUB-00813,2026-03-30T09:00:00Z,3
SUB-00814,2026-01-18T14:00:00Z,0
SUB-00814,2026-03-01T14:00:00Z,1
SUB-00814,2026-03-14T14:00:00Z,2
SUB-00815,2026-01-24T10:00:00Z,0
SUB-00815,2026-03-07T10:00:00Z,0
SUB-00815,2026-03-18T10:00:00Z,1
SUB-00816,2026-01-29T08:00:00Z,0
SUB-00816,2026-03-12T08:00:00Z,1
SUB-00816,2026-03-24T08:00:00Z,6
SUB-00817,2026-01-18T04:00:00Z,0
SUB-00817,2026-03-01T04:00:00Z,1
SUB-00817,2026-03-27T04:00:00Z,2
SUB-00818,2026-01-28T09:00:00Z,0
SUB-00818,2026-03-11T09:00:00Z,0
SUB-00818,2026-04-06T09:00:00Z,5
SUB-00819,2026-01-29T01:00:00Z,0
SUB-00819,2026-03-12T01:00:00Z,0
SUB-00819,2026-04-10T01:00:00Z,5
SUB-00820,2026-01-20T17:00:00Z,0
SUB-00820,2026-03-03T17:00:00Z,1
SUB-00820,2026-03-17T17:00:00Z,5
SUB-00821,2026-01-24T19:00:00Z,0
SUB-00821,2026-03-07T19:00:00Z,0
SUB-00821,2026-03-24T19:00:00Z,7
SUB-00822,2026-01-24T00:00:00Z,0
SUB-00822,2026-03-07T00:00:00Z,0
SUB-00822,2026-03-24T00:00:00Z,2
SUB-00823,2026-01-19T14:00:00Z,0
SUB-00823,2026-03-02T14:00:00Z,0
SUB-00823,2026-03-27T14:00:00Z,5
SUB-00824,2026-01-20T05:00:00Z,0
SUB-00824,2026-03-03T05:00:00Z,0
SUB-00824,2026-03-15T05:00:00Z,5
SUB-00825,2026-01-26T02:00:00Z,0
SUB-00825,2026-03-09T02:00:00Z,0
SUB-00826,2026-01-25T16:00:00Z,0
SUB-00826,2026-03-08T16:00:00Z,0
SUB-00826,2026-03-20T16:00:00Z,3
SUB-00827,2026-01-28T08:00:00Z,0
SUB-00827,2026-03-11T08:00:00Z,0
SUB-00827,2026-03-16T08:00:00Z,3
SUB-00828,2026-01-20T00:00:00Z,0
SUB-00828,2026-03-03T00:00:00Z,0
SUB-00828,2026-03-11T00:00:00Z,4
SUB-00829,2026-01-20T06:00:00Z,0
SUB-00829,2026-03-03T06:00:00Z,1
SUB-00830,2026-01-25T06:00:00Z,1
SUB-00830,2026-03-08T06:00:00Z,2
SUB-00831,2026-01-19T00:00:00Z,0
SUB-00831,2026-03-02T00:00:00Z,0
SUB-00832,2026-01-19T02:00:00Z,0
SUB-00832,2026-03-02T02:00:00Z,1
SUB-00833,2026-01-25T20:00:00Z,0
SUB-00833,2026-03-08T20:00:00Z,0
SUB-00834,2026-01-21T02:00:00Z,0
SUB-00834,2026-03-04T02:00:00Z,0
SUB-00835,2026-01-20T08:00:00Z,0
SUB-00835,2026-03-03T08:00:00Z,0
SUB-00836,2026-01-21T01:00:00Z,0
SUB-00836,2026-03-04T01:00:00Z,1
SUB-00837,2026-01-27T18:00:00Z,0
SUB-00837,2026-03-10T18:00:00Z,0
SUB-00838,2026-01-21T01:00:00Z,0
SUB-00838,2026-03-04T01:00:00Z,1
SUB-00839,2026-01-28T10:00:00Z,0
SUB-00839,2026-03-11T10:00:00Z,1
SUB-00840,2026-01-20T14:00:00Z,1
SUB-00840,2026-03-03T14:00:00Z,2
SUB-00840,2026-03-19T14:00:00Z,4
SUB-00841,2026-01-20T05:00:00Z,1
SUB-00841,2026-03-03T05:00:00Z,2
SUB-00841,2026-03-12T05:00:00Z,7
SUB-00842,2026-01-17T17:00:00Z,0
SUB-00842,2026-02-28T17:00:00Z,0
SUB-00843,2026-01-28T10:00:00Z,0
SUB-00843,2026-03-11T10:00:00Z,1
SUB-00843,2026-04-01T10:00:00Z,5
SUB-00844,2026-01-28T01:00:00Z,0
SUB-00844,2026-03-11T01:00:00Z,0
SUB-00845,2026-01-22T11:00:00Z,0
SUB-00845,2026-03-05T11:00:00Z,0
SUB-00845,2026-03-10T11:00:00Z,1
SUB-00846,2026-01-19T06:00:00Z,0
SUB-00846,2026-03-02T06:00:00Z,1
SUB-00847,2026-01-25T20:00:00Z,0
SUB-00847,2026-03-08T20:00:00Z,0
SUB-00847,2026-04-03T20:00:00Z,9
SUB-00848,2026-01-19T02:00:00Z,0
SUB-00848,2026-03-02T02:00:00Z,0
SUB-00848,2026-03-09T02:00:00Z,3
SUB-00849,2026-01-17T03:00:00Z,0
SUB-00849,2026-02-28T03:00:00Z,1
SUB-00850,2026-01-24T23:00:00Z,0
SUB-00850,2026-03-07T23:00:00Z,1
SUB-00851,2026-01-17T11:00:00Z,1
SUB-00851,2026-02-28T11:00:00Z,2
SUB-00851,2026-03-11T11:00:00Z,5
SUB-00852,2026-01-24T01:00:00Z,0
SUB-00852,2026-03-07T01:00:00Z,1
SUB-00853,2026-01-20T02:00:00Z,0
SUB-00853,2026-03-03T02:00:00Z,0
SUB-00853,2026-03-15T02:00:00Z,4
SUB-00854,2026-01-25T21:00:00Z,0
SUB-00854,2026-03-08T21:00:00Z,0
SUB-00854,2026-03-23T21:00:00Z,4
SUB-00855,2026-01-25T09:00:00Z,0
SUB-00855,2026-03-08T09:00:00Z,0
SUB-00856,2026-01-28T23:00:00Z,0
SUB-00856,2026-03-11T23:00:00Z,1
SUB-00857,2026-01-23T20:00:00Z,1
SUB-00857,2026-03-06T20:00:00Z,2
SUB-00857,2026-03-17T20:00:00Z,6
SUB-00858,2026-01-29T04:00:00Z,0
SUB-00858,2026-03-12T04:00:00Z,1
SUB-00859,2026-01-26T11:00:00Z,0
SUB-00859,2026-03-09T11:00:00Z,0
SUB-00859,2026-03-25T11:00:00Z,4
SUB-00860,2026-01-29T01:00:00Z,0
SUB-00860,2026-03-12T01:00:00Z,0
SUB-00861,2026-01-23T18:00:00Z,1
SUB-00861,2026-03-06T18:00:00Z,2
SUB-00861,2026-03-15T18:00:00Z,4
SUB-00862,2026-01-20T05:00:00Z,0
SUB-00862,2026-03-03T05:00:00Z,1
SUB-00862,2026-03-13T05:00:00Z,2
SUB-00863,2026-01-23T08:00:00Z,0
SUB-00863,2026-03-06T08:00:00Z,1
SUB-00863,2026-03-14T08:00:00Z,3
SUB-00864,2026-01-18T04:00:00Z,0
SUB-00864,2026-03-01T04:00:00Z,1
SUB-00865,2026-01-19T04:00:00Z,0
SUB-00865,2026-03-02T04:00:00Z,1
SUB-00865,2026-03-15T04:00:00Z,9
SUB-00866,2026-01-18T11:00:00Z,1
SUB-00866,2026-03-01T11:00:00Z,2
SUB-00867,2026-01-18T09:00:00Z,0
SUB-00867,2026-03-01T09:00:00Z,0
SUB-00868,2026-01-16T12:00:00Z,0
SUB-00868,2026-02-27T12:00:00Z,0
SUB-00868,2026-03-09T12:00:00Z,4
SUB-00869,2026-01-18T17:00:00Z,0
SUB-00869,2026-03-01T17:00:00Z,1
SUB-00870,2026-01-20T13:00:00Z,0
SUB-00870,2026-03-03T13:00:00Z,0
SUB-00870,2026-04-01T13:00:00Z,3
SUB-00871,2026-01-21T09:00:00Z,0
SUB-00871,2026-03-04T09:00:00Z,1
SUB-00871,2026-03-21T09:00:00Z,5
SUB-00872,2026-01-18T07:00:00Z,0
SUB-00872,2026-03-01T07:00:00Z,1
SUB-00872,2026-03-14T07:00:00Z,5
SUB-00873,2026-01-19T03:00:00Z,0
SUB-00873,2026-03-02T03:00:00Z,0
SUB-00874,2026-01-25T02:00:00Z,0
SUB-00874,2026-03-08T02:00:00Z,0
SUB-00874,2026-04-04T02:00:00Z,1
SUB-00875,2026-01-18T17:00:00Z,0
SUB-00875,2026-03-01T17:00:00Z,0
SUB-00876,2026-01-23T12:00:00Z,0
SUB-00876,2026-03-06T12:00:00Z,0
SUB-00876,2026-03-27T12:00:00Z,8
SUB-00877,2026-01-17T11:00:00Z,0
SUB-00877,2026-02-28T11:00:00Z,1
SUB-00877,2026-03-06T11:00:00Z,2
SUB-00878,2026-01-19T21:00:00Z,0
SUB-00878,2026-03-02T21:00:00Z,0
SUB-00878,2026-03-08T21:00:00Z,4
SUB-00879,2026-01-30T00:00:00Z,0
SUB-00879,2026-03-13T00:00:00Z,0
SUB-00879,2026-03-26T00:00:00Z,7
SUB-00880,2026-01-25T07:00:00Z,0
SUB-00880,2026-03-08T07:00:00Z,1
SUB-00881,2026-01-18T15:00:00Z,0
SUB-00881,2026-03-01T15:00:00Z,0
SUB-00881,2026-03-24T15:00:00Z,4
SUB-00882,2026-01-18T10:00:00Z,0
SUB-00882,2026-03-01T10:00:00Z,0
SUB-00883,2026-01-20T21:00:00Z,0
SUB-00883,2026-03-03T21:00:00Z,1
SUB-00884,2026-01-19T01:00:00Z,0
SUB-00884,2026-03-02T01:00:00Z,0
SUB-00885,2026-01-20T19:00:00Z,0
SUB-00885,2026-03-03T19:00:00Z,0
SUB-00886,2026-01-28T17:00:00Z,1
SUB-00886,2026-03-11T17:00:00Z,2
SUB-00887,2026-01-28T20:00:00Z,0
SUB-00887,2026-03-11T20:00:00Z,0
SUB-00888,2026-01-18T18:00:00Z,0
SUB-00888,2026-03-01T18:00:00Z,0
SUB-00888,2026-03-26T18:00:00Z,1
SUB-00889,2026-01-16T11:00:00Z,2
SUB-00889,2026-02-27T11:00:00Z,3
SUB-00890,2026-01-18T13:00:00Z,0
SUB-00890,2026-03-01T13:00:00Z,0
SUB-00890,2026-03-27T13:00:00Z,5
SUB-00891,2026-01-25T13:00:00Z,0
SUB-00891,2026-03-08T13:00:00Z,1
SUB-00892,2026-01-20T01:00:00Z,0
SUB-00892,2026-03-03T01:00:00Z,1
SUB-00893,2026-01-16T12:00:00Z,0
SUB-00893,2026-02-27T12:00:00Z,0
SUB-00894,2026-01-28T08:00:00Z,0
SUB-00894,2026-03-11T08:00:00Z,0
SUB-00894,2026-03-21T08:00:00Z,3
SUB-00895,2026-01-29T04:00:00Z,0
SUB-00895,2026-03-12T04:00:00Z,0
SUB-00895,2026-03-29T04:00:00Z,1
SUB-00896,2026-01-24T06:00:00Z,0
SUB-00896,2026-03-07T06:00:00Z,1
SUB-00896,2026-03-31T06:00:00Z,3
SUB-00897,2026-01-18T09:00:00Z,1
SUB-00897,2026-03-01T09:00:00Z,2
SUB-00898,2026-01-27T20:00:00Z,0
SUB-00898,2026-03-10T20:00:00Z,1
SUB-00898,2026-03-21T20:00:00Z,8
SUB-00899,2026-01-29T21:00:00Z,0
SUB-00899,2026-03-12T21:00:00Z,0
SUB-00899,2026-03-18T21:00:00Z,4
SUB-00900,2026-01-30T02:00:00Z,0
SUB-00900,2026-03-13T02:00:00Z,1
SUB-00900,2026-04-01T02:00:00Z,5
SUB-00901,2026-01-21T19:00:00Z,0
SUB-00901,2026-03-04T19:00:00Z,0
SUB-00901,2026-04-02T19:00:00Z,3
SUB-00902,2026-01-22T15:00:00Z,0
SUB-00902,2026-03-05T15:00:00Z,0
SUB-00902,2026-03-28T15:00:00Z,3
SUB-00903,2026-01-29T22:00:00Z,0
SUB-00903,2026-03-12T22:00:00Z,0
SUB-00904,2026-01-27T11:00:00Z,0
SUB-00904,2026-03-10T11:00:00Z,0
SUB-00905,2026-01-16T10:00:00Z,0
SUB-00905,2026-02-27T10:00:00Z,0
SUB-00906,2026-01-16T19:00:00Z,0
SUB-00906,2026-02-27T19:00:00Z,0
SUB-00906,2026-03-21T19:00:00Z,1
SUB-00907,2026-01-25T19:00:00Z,0
SUB-00907,2026-03-08T19:00:00Z,0
SUB-00907,2026-03-25T19:00:00Z,1
SUB-00908,2026-01-29T20:00:00Z,0
SUB-00908,2026-03-12T20:00:00Z,1
