cust,as_of,plan_changes_to_date,support_tickets_snapshot,logins_30d,tenure_snapshot,spend_snapshot
SUB-00480,2026-01-18T17:00:00Z,0,1,6,26,55.16
SUB-00480,2026-03-01T17:00:00Z,1,1,6,26,55.16
SUB-00481,2026-01-26T01:00:00Z,1,2,6,38,86.42
SUB-00481,2026-03-09T01:00:00Z,2,2,6,38,86.42
SUB-00482,2026-01-17T17:00:00Z,0,1,6,9,50.25
SUB-00482,2026-02-28T17:00:00Z,0,1,6,9,50.25
SUB-00482,2026-03-24T17:00:00Z,2,1,6,9,50.25
SUB-00483,2026-01-18T21:00:00Z,0,3,6,68,46.63
SUB-00483,2026-03-01T21:00:00Z,1,3,6,68,46.63
SUB-00484,2026-01-24T11:00:00Z,0,3,6,57,67.60
SUB-00484,2026-03-07T11:00:00Z,1,3,6,57,67.60
SUB-00485,2026-01-16T15:00:00Z,0,5,6,1,37.64
SUB-00485,2026-02-27T15:00:00Z,0,5,6,1,37.64
SUB-00485,2026-03-10T15:00:00Z,6,5,6,1,37.64
SUB-00486,2026-01-27T04:00:00Z,0,6,6,23,53.72
SUB-00486,2026-03-10T04:00:00Z,0,6,6,23,53.72
SUB-00486,2026-03-20T04:00:00Z,7,6,6,23,53.72
SUB-00487,2026-01-23T10:00:00Z,0,3,6,70,98.83
SUB-00487,2026-03-06T10:00:00Z,1,3,6,70,98.83
SUB-00488,2026-01-21T09:00:00Z,0,0,6,18,80.69
SUB-00488,2026-03-04T09:00:00Z,0,0,6,18,80.69
SUB-00489,2026-01-27T17:00:00Z,0,3,6,70,89.73
SUB-00489,2026-03-10T17:00:00Z,0,3,6,70,89.73
SUB-00490,2026-01-28T07:00:00Z,2,1,6,35,56.54
SUB-00490,2026-03-11T07:00:00Z,3,1,6,35,56.54
SUB-00491,2026-01-18T17:00:00Z,0,5,6,55,51.35
SUB-00491,2026-03-01T17:00:00Z,1,5,6,55,51.35
SUB-00491,2026-03-11T17:00:00Z,6,5,6,55,51.35
SUB-00492,2026-01-28T05:00:00Z,0,6,6,9,62.57
SUB-00492,2026-03-11T05:00:00Z,0,6,6,9,62.57
SUB-00492,2026-04-04T05:00:00Z,4,6,6,9,62.57
SUB-00493,2026-01-28T05:00:00Z,0,3,6,25,69.27
SUB-00493,2026-03-11T05:00:00Z,0,3,6,25,69.27
SUB-00493,2026-03-26T05:00:00Z,5,3,6,25,69.27
SUB-00494,2026-01-25T12:00:00Z,0,2,6,53,41.56
SUB-00494,2026-03-08T12:00:00Z,0,2,6,53,41.56
SUB-00495,2026-01-22T11:00:00Z,0,6,6,43,35.01
SUB-00495,2026-03-05T11:00:00Z,0,6,6,43,35.01
SUB-00495,2026-03-19T11:00:00Z,4,6,6,43,35.01
SUB-00496,2026-01-19T14:00:00Z,0,3,6,49,86.11
SUB-00496,2026-03-02T14:00:00Z,1,3,6,49,86.11
SUB-00496,2026-03-23T14:00:00Z,2,3,6,49,86.11
SUB-00497,2026-01-26T16:00:00Z,0,2,6,62,75.78
SUB-00497,2026-03-09T16:00:00Z,0,2,6,62,75.78
SUB-00498,2026-01-17T13:00:00Z,0,2,6,28,39.42
SUB-00498,2026-02-28T13:00:00Z,1,2,6,28,39.42
SUB-00498,2026-03-07T13:00:00Z,4,2,6,28,39.42
SUB-00499,2026-01-27T18:00:00Z,0,3,6,20,41.12
SUB-00499,2026-03-10T18:00:00Z,0,3,6,20,41.12
SUB-00499,2026-03-31T18:00:00Z,4,3,6,20,41.12
SUB-00500,2026-01-29T21:00:00Z,0,1,6,5,50.80
SUB-00500,2026-03-12T21:00:00Z,0,1,6,5,50.80
SUB-00500,2026-04-09T21:00:00Z,3,1,6,5,50.80
SUB-00501,2026-01-21T18:00:00Z,0,1,6,18,51.21
SUB-00501,2026-03-04T18:00:00Z,0,1,6,18,51.21
SUB-00502,2026-01-18T06:00:00Z,0,0,6,45,27.81
SUB-00502,2026-03-01T06:00:00Z,1,0,6,45,27.81
SUB-00503,2026-01-22T10:00:00Z,0,4,6,15,59.79
SUB-00503,2026-03-05T10:00:00Z,0,4,6,15,59.79
SUB-00503,2026-03-12T10:00:00Z,7,4,6,15,59.79
SUB-00504,2026-01-26T03:00:00Z,0,4,6,37,39.71
SUB-00504,2026-03-09T03:00:00Z,0,4,6,37,39.71
SUB-00504,2026-04-01T03:00:00Z,4,4,6,37,39.71
SUB-00505,2026-01-22T06:00:00Z,0,1,6,69,49.91
SUB-00505,2026-03-05T06:00:00Z,0,1,6,69,49.91
SUB-00506,2026-01-20T07:00:00Z,0,1,6,52,63.77
SUB-00506,2026-03-03T07:00:00Z,0,1,6,52,63.77
SUB-00507,2026-01-18T10:00:00Z,0,2,6,31,74.20
SUB-00507,2026-03-01T10:00:00Z,0,2,6,31,74.20
SUB-00508,2026-01-26T21:00:00Z,0,1,6,64,77.35
SUB-00508,2026-03-09T21:00:00Z,0,1,6,64,77.35
SUB-00509,2026-01-29T03:00:00Z,0,1,6,11,75.18
SUB-00509,2026-03-12T03:00:00Z,1,1,6,11,75.18
SUB-00510,2026-01-24T08:00:00Z,0,3,6,34,39.87
SUB-00510,2026-03-07T08:00:00Z,0,3,6,34,39.87
SUB-00510,2026-03-23T08:00:00Z,4,3,6,34,39.87
SUB-00511,2026-01-29T10:00:00Z,0,2,6,60,77.32
SUB-00511,2026-03-12T10:00:00Z,0,2,6,60,77.32
SUB-00512,2026-01-17T07:00:00Z,0,1,6,1,81.41
SUB-00512,2026-02-28T07:00:00Z,0,1,6,1,81.41
SUB-00512,2026-03-05T07:00:00Z,3,1,6,1,81.41
SUB-00513,2026-01-25T20:00:00Z,1,1,6,4,92.27
SUB-00513,2026-03-08T20:00:00Z,2,1,6,4,92.27
SUB-00513,2026-03-28T20:00:00Z,4,1,6,4,92.27
SUB-00514,2026-01-17T19:00:00Z,0,3,6,23,54.70
SUB-00514,2026-02-28T19:00:00Z,0,3,6,23,54.70
SUB-00514,2026-03-19T19:00:00Z,3,3,6,23,54.70
SUB-00515,2026-01-23T09:00:00Z,0,3,6,3,24.78
SUB-00515,2026-03-06T09:00:00Z,0,3,6,3,24.78
SUB-00515,2026-04-04T09:00:00Z,2,3,6,3,24.78
SUB-00516,2026-01-26T16:00:00Z,0,2,6,14,74.48
SUB-00516,2026-03-09T16:00:00Z,1,2,6,14,74.48
SUB-00516,2026-03-21T16:00:00Z,3,2,6,14,74.48
SUB-00517,2026-01-19T21:00:00Z,0,3,6,8,68.48
SUB-00517,2026-03-02T21:00:00Z,1,3,6,8,68.48
SUB-00517,2026-03-24T21:00:00Z,5,3,6,8,68.48
SUB-00518,2026-01-27T13:00:00Z,0,5,6,18,62.13
SUB-00518,2026-03-10T13:00:00Z,1,5,6,18,62.13
SUB-00518,2026-03-29T13:00:00Z,10,5,6,18,62.13
SUB-00519,2026-01-19T13:00:00Z,0,0,6,57,54.28
SUB-00519,2026-03-02T13:00:00Z,0,0,6,57,54.28
SUB-00520,2026-01-17T16:00:00Z,1,3,6,21,59.25
SUB-00520,2026-02-28T16:00:00Z,2,3,6,21,59.25
SUB-00520,2026-03-21T16:00:00Z,7,3,6,21,59.25
SUB-00521,2026-01-22T21:00:00Z,1,2,6,9,65.37
SUB-00521,2026-03-05T21:00:00Z,2,2,6,9,65.37
SUB-00521,2026-04-03T21:00:00Z,4,2,6,9,65.37
SUB-00522,2026-01-16T09:00:00Z,0,1,6,20,40.92
SUB-00522,2026-02-27T09:00:00Z,0,1,6,20,40.92
SUB-00522,2026-03-15T09:00:00Z,4,1,6,20,40.92
SUB-00523,2026-01-21T14:00:00Z,0,4,6,68,46.28
SUB-00523,2026-03-04T14:00:00Z,0,4,6,68,46.28
SUB-00524,2026-01-24T01:00:00Z,0,3,6,45,58.98
SUB-00524,2026-03-07T01:00:00Z,1,3,6,45,58.98
SUB-00524,2026-03-22T01:00:00Z,3,3,6,45,58.98
SUB-00525,2026-01-28T12:00:00Z,0,2,6,21,75.98
SUB-00525,2026-03-11T12:00:00Z,0,2,6,21,75.98
SUB-00525,2026-04-09T12:00:00Z,4,2,6,21,75.98
SUB-00526,2026-01-21T16:00:00Z,0,0,6,64,70.96
SUB-00526,2026-03-04T16:00:00Z,0,0,6,64,70.96
SUB-00527,2026-01-24T04:00:00Z,1,2,6,31,62.32
SUB-00527,2026-03-07T04:00:00Z,2,2,6,31,62.32
SUB-00527,2026-03-17T04:00:00Z,5,2,6,31,62.32
SUB-00528,2026-01-23T11:00:00Z,1,4,6,55,70.18
SUB-00528,2026-03-06T11:00:00Z,2,4,6,55,70.18
SUB-00529,2026-01-20T19:00:00Z,0,4,6,70,29.24
SUB-00529,2026-03-03T19:00:00Z,0,4,6,70,29.24
SUB-00529,2026-03-24T19:00:00Z,3,4,6,70,29.24
SUB-00530,2026-01-25T15:00:00Z,0,2,6,60,43.81
SUB-00530,2026-03-08T15:00:00Z,0,2,6,60,43.81
SUB-00531,2026-01-24T18:00:00Z,0,3,6,12,79.57
SUB-00531,2026-03-07T18:00:00Z,0,3,6,12,79.57
SUB-00531,2026-04-01T18:00:00Z,5,3,6,12,79.57
SUB-00532,2026-01-26T23:00:00Z,0,2,6,15,45.38
SUB-00532,2026-03-09T23:00:00Z,1,2,6,15,45.38
SUB-00532,2026-03-23T23:00:00Z,5,2,6,15,45.38
SUB-00533,2026-01-29T07:00:00Z,1,3,6,37,48.66
SUB-00533,2026-03-12T07:00:00Z,2,3,6,37,48.66
SUB-00533,2026-04-05T07:00:00Z,7,3,6,37,48.66
SUB-00534,2026-01-25T09:00:00Z,0,4,6,50,74.86
SUB-00534,2026-03-08T09:00:00Z,1,4,6,50,74.86
SUB-00535,2026-01-19T09:00:00Z,0,3,6,55,67.07
SUB-00535,2026-03-02T09:00:00Z,0,3,6,55,67.07
SUB-00536,2026-01-24T08:00:00Z,0,1,6,35,51.03
SUB-00536,2026-03-07T08:00:00Z,1,1,6,35,51.03
SUB-00536,2026-03-30T08:00:00Z,6,1,6,35,51.03
SUB-00537,2026-01-22T20:00:00Z,0,2,6,60,51.81
SUB-00537,2026-03-05T20:00:00Z,0,2,6,60,51.81
SUB-00538,2026-01-22T07:00:00Z,0,2,6,48,44.28
SUB-00538,2026-03-05T07:00:00Z,1,2,6,48,44.28
SUB-00539,2026-01-28T15:00:00Z,0,6,6,4,53.12
SUB-00539,2026-03-11T15:00:00Z,0,6,6,4,53.12
SUB-00539,2026-03-30T15:00:00Z,3,6,6,4,53.12
SUB-00540,2026-01-28T13:00:00Z,0,1,6,66,14.20
SUB-00540,2026-03-11T13:00:00Z,0,1,6,66,14.20
SUB-00541,2026-01-28T03:00:00Z,0,2,6,35,65.92
SUB-00541,2026-03-11T03:00:00Z,0,2,6,35,65.92
SUB-00541,2026-03-25T03:00:00Z,4,2,6,35,65.92
SUB-00542,2026-01-21T17:00:00Z,0,1,6,17,69.89
SUB-00542,2026-03-04T17:00:00Z,0,1,6,17,69.89
SUB-00543,2026-01-17T12:00:00Z,0,0,6,8,55.56
SUB-00543,2026-02-28T12:00:00Z,0,0,6,8,55.56
SUB-00544,2026-01-21T00:00:00Z,0,5,6,47,40.87
SUB-00544,2026-03-04T00:00:00Z,0,5,6,47,40.87
SUB-00544,2026-03-12T00:00:00Z,3,5,6,47,40.87
SUB-00545,2026-01-27T12:00:00Z,0,1,6,14,66.92
SUB-00545,2026-03-10T12:00:00Z,0,1,6,14,66.92
SUB-00545,2026-03-16T12:00:00Z,4,1,6,14,66.92
SUB-00546,2026-01-19T03:00:00Z,0,2,6,62,43.54
SUB-00546,2026-03-02T03:00:00Z,1,2,6,62,43.54
SUB-00547,2026-01-25T23:00:00Z,0,2,6,5,62.41
SUB-00547,2026-03-08T23:00:00Z,1,2,6,5,62.41
SUB-00547,2026-03-15T23:00:00Z,5,2,6,5,62.41
SUB-00548,2026-01-26T20:00:00Z,1,2,6,32,91.71
SUB-00548,2026-03-09T20:00:00Z,2,2,6,32,91.71
SUB-00549,2026-01-26T00:00:00Z,0,0,6,54,35.18
SUB-00549,2026-03-09T00:00:00Z,0,0,6,54,35.18
SUB-00550,2026-01-18T04:00:00Z,0,2,6,32,47.55
SUB-00550,2026-03-01T04:00:00Z,0,2,6,32,47.55
SUB-00551,2026-01-20T13:00:00Z,0,3,6,49,28.02
SUB-00551,2026-03-03T13:00:00Z,1,3,6,49,28.02
SUB-00551,2026-03-27T13:00:00Z,6,3,6,49,28.02
SUB-00552,2026-01-19T06:00:00Z,1,1,6,22,56.26
SUB-00552,2026-03-02T06:00:00Z,2,1,6,22,56.26
SUB-00553,2026-01-21T23:00:00Z,0,3,6,46,57.77
SUB-00553,2026-03-04T23:00:00Z,0,3,6,46,57.77
SUB-00553,2026-03-26T23:00:00Z,3,3,6,46,57.77
SUB-00554,2026-01-29T09:00:00Z,0,1,6,68,55.54
SUB-00554,2026-03-12T09:00:00Z,0,1,6,68,55.54
SUB-00555,2026-01-17T06:00:00Z,0,2,6,3,40.21
SUB-00555,2026-02-28T06:00:00Z,1,2,6,3,40.21
SUB-00555,2026-03-24T06:00:00Z,3,2,6,3,40.21
SUB-00556,2026-01-20T16:00:00Z,0,2,6,11,52.80
SUB-00556,2026-03-03T16:00:00Z,0,2,6,11,52.80
SUB-00556,2026-03-18T16:00:00Z,1,2,6,11,52.80
SUB-00557,2026-01-29T07:00:00Z,0,3,6,60,64.37
SUB-00557,2026-03-12T07:00:00Z,0,3,6,60,64.37
SUB-00557,2026-04-10T07:00:00Z,1,3,6,60,64.37
SUB-00558,2026-01-29T17:00:00Z,0,1,6,51,46.30
SUB-00558,2026-03-12T17:00:00Z,1,1,6,51,46.30
SUB-00559,2026-01-28T05:00:00Z,0,1,6,21,40.07
SUB-00559,2026-03-11T05:00:00Z,1,1,6,21,40.07
SUB-00559,2026-04-09T05:00:00Z,4,1,6,21,40.07
SUB-00560,2026-01-23T03:00:00Z,0,1,6,50,65.10
SUB-00560,2026-03-06T03:00:00Z,1,1,6,50,65.10
SUB-00561,2026-01-21T12:00:00Z,0,3,6,35,93.10
SUB-00561,2026-03-04T12:00:00Z,0,3,6,35,93.10
SUB-00561,2026-03-19T12:00:00Z,8,3,6,35,93.10
SUB-00562,2026-01-26T20:00:00Z,0,4,6,13,42.27
SUB-00562,2026-03-09T20:00:00Z,1,4,6,13,42.27
SUB-00562,2026-04-02T20:00:00Z,4,4,6,13,42.27
SUB-00563,2026-01-22T08:00:00Z,0,1,6,27,67.68
SUB-00563,2026-03-05T08:00:00Z,0,1,6,27,67.68
SUB-00563,2026-04-03T08:00:00Z,8,1,6,27,67.68
SUB-00564,2026-01-21T09:00:00Z,0,0,6,4,34.85
SUB-00564,2026-03-04T09:00:00Z,0,0,6,4,34.85
SUB-00564,2026-03-15T09:00:00Z,4,0,6,4,34.85
SUB-00565,2026-01-23T06:00:00Z,1,2,6,19,60.33
SUB-00565,2026-03-06T06:00:00Z,2,2,6,19,60.33
SUB-00566,2026-01-24T14:00:00Z,0,1,6,71,58.79
SUB-00566,2026-03-07T14:00:00Z,1,1,6,71,58.79
SUB-00567,2026-01-29T06:00:00Z,0,3,6,58,48.37
SUB-00567,2026-03-12T06:00:00Z,0,3,6,58,48.37
SUB-00568,2026-01-22T05:00:00Z,0,1,6,4,43.88
SUB-00568,2026-03-05T05:00:00Z,0,1,6,4,43.88
SUB-00568,2026-03-26T05:00:00Z,4,1,6,4,43.88
SUB-00569,2026-01-21T18:00:00Z,0,3,6,33,39.36
SUB-00569,2026-03-04T18:00:00Z,0,3,6,33,39.36
SUB-00569,2026-03-28T18:00:00Z,3,3,6,33,39.36
SUB-00570,2026-01-29T14:00:00Z,0,6,6,65,25.67
SUB-00570,2026-03-12T14:00:00Z,0,6,6,65,25.67
SUB-00570,2026-03-19T14:00:00Z,3,6,6,65,25.67
SUB-00571,2026-01-19T11:00:00Z,0,5,6,68,75.22
SUB-00571,2026-03-02T11:00:00Z,0,5,6,68,75.22
SUB-00571,2026-03-14T11:00:00Z,7,5,6,68,75.22
SUB-00572,2026-01-21T13:00:00Z,0,3,6,11,65.27
SUB-00572,2026-03-04T13:00:00Z,1,3,6,11,65.27
SUB-00572,2026-03-22T13:00:00Z,4,3,6,11,65.27
SUB-00573,2026-01-25T09:00:00Z,0,4,6,71,35.88
SUB-00573,2026-03-08T09:00:00Z,0,4,6,71,35.88
SUB-00574,2026-01-16T10:00:00Z,0,2,6,28,59.77
SUB-00574,2026-02-27T10:00:00Z,1,2,6,28,59.77
SUB-00575,2026-01-25T20:00:00Z,0,2,6,42,61.28
SUB-00575,2026-03-08T20:00:00Z,1,2,6,42,61.28
SUB-00576,2026-01-26T23:00:00Z,2,1,6,50,23.60
SUB-00576,2026-03-09T23:00:00Z,3,1,6,50,23.60
SUB-00577,2026-01-18T16:00:00Z,0,4,6,26,56.23
SUB-00577,2026-03-01T16:00:00Z,0,4,6,26,56.23
SUB-00577,2026-03-08T16:00:00Z,5,4,6,26,56.23
SUB-00578,2026-01-30T05:00:00Z,0,2,6,70,61.77
SUB-00578,2026-03-13T05:00:00Z,0,2,6,70,61.77
SUB-00579,2026-01-25T17:00:00Z,0,1,6,6,92.10
SUB-00579,2026-03-08T17:00:00Z,0,1,6,6,92.10
SUB-00579,2026-03-30T17:00:00Z,3,1,6,6,92.10
SUB-00580,2026-01-28T19:00:00Z,0,3,6,57,77.77
SUB-00580,2026-03-11T19:00:00Z,0,3,6,57,77.77
SUB-00581,2026-01-29T15:00:00Z,0,3,6,18,77.74
SUB-00581,2026-03-12T15:00:00Z,0,3,6,18,77.74
SUB-00581,2026-03-17T15:00:00Z,3,3,6,18,77.74
SUB-00582,2026-01-16T12:00:00Z,0,2,6,12,75.02
SUB-00582,2026-02-27T12:00:00Z,1,2,6,12,75.02
SUB-00582,2026-03-08T12:00:00Z,6,2,6,12,75.02
SUB-00583,2026-01-18T02:00:00Z,2,2,6,56,90.09
SUB-00583,2026-03-01T02:00:00Z,3,2,6,56,90.09
SUB-00584,2026-01-27T11:00:00Z,0,5,6,52,50.86
SUB-00584,2026-03-10T11:00:00Z,1,5,6,52,50.86
SUB-00584,2026-04-04T11:00:00Z,6,5,6,52,50.86
SUB-00585,2026-01-23T05:00:00Z,0,4,6,14,56.62
SUB-00585,2026-03-06T05:00:00Z,0,4,6,14,56.62
SUB-00585,2026-03-16T05:00:00Z,6,4,6,14,56.62
SUB-00586,2026-01-23T11:00:00Z,0,5,6,42,61.50
SUB-00586,2026-03-06T11:00:00Z,1,5,6,42,61.50
SUB-00586,2026-03-30T11:00:00Z,5,5,6,42,61.50
SUB-00587,2026-01-29T10:00:00Z,0,3,6,13,55.39
SUB-00587,2026-03-12T10:00:00Z,1,3,6,13,55.39
SUB-00587,2026-04-10T10:00:00Z,4,3,6,13,55.39
SUB-00588,2026-01-27T13:00:00Z,0,5,6,2,89.54
SUB-00588,2026-03-10T13:00:00Z,0,5,6,2,89.54
SUB-00588,2026-04-02T13:00:00Z,4,5,6,2,89.54
SUB-00589,2026-01-18T18:00:00Z,0,0,6,31,70.63
SUB-00589,2026-03-01T18:00:00Z,0,0,6,31,70.63
SUB-00590,2026-01-28T22:00:00Z,0,2,6,65,43.19
SUB-00590,2026-03-11T22:00:00Z,1,2,6,65,43.19
SUB-00591,2026-01-24T18:00:00Z,1,3,6,21,71.70
SUB-00591,2026-03-07T18:00:00Z,2,3,6,21,71.70
SUB-00591,2026-03-25T18:00:00Z,6,3,6,21,71.70
SUB-00592,2026-01-22T21:00:00Z,0,3,6,21,45.98
SUB-00592,2026-03-05T21:00:00Z,1,3,6,21,45.98
SUB-00592,2026-04-02T21:00:00Z,3,3,6,21,45.98
SUB-00593,2026-01-17T04:00:00Z,0,2,6,70,49.22
SUB-00593,2026-02-28T04:00:00Z,1,2,6,70,49.22
SUB-00594,2026-01-21T00:00:00Z,0,4,6,44,78.17
SUB-00594,2026-03-04T00:00:00Z,1,4,6,44,78.17
SUB-00594,2026-03-18T00:00:00Z,5,4,6,44,78.17
SUB-00595,2026-01-26T12:00:00Z,0,2,6,23,68.38
SUB-00595,2026-03-09T12:00:00Z,1,2,6,23,68.38
SUB-00595,2026-03-15T12:00:00Z,5,2,6,23,68.38
SUB-00596,2026-01-29T17:00:00Z,0,2,6,29,89.57
SUB-00596,2026-03-12T17:00:00Z,0,2,6,29,89.57
SUB-00596,2026-03-29T17:00:00Z,3,2,6,29,89.57
SUB-00597,2026-01-21T08:00:00Z,0,1,6,24,59.00
SUB-00597,2026-03-04T08:00:00Z,1,1,6,24,59.00
SUB-00598,2026-01-28T00:00:00Z,0,2,6,35,40.33
SUB-00598,2026-03-11T00:00:00Z,0,2,6,35,40.33
SUB-00599,2026-01-20T15:00:00Z,0,6,6,7,44.45
SUB-00599,2026-03-03T15:00:00Z,0,6,6,7,44.45
SUB-00599,2026-03-24T15:00:00Z,5,6,6,7,44.45
SUB-00600,2026-01-20T22:00:00Z,0,3,6,68,54.19
SUB-00600,2026-03-03T22:00:00Z,1,3,6,68,54.19
SUB-00600,2026-03-21T22:00:00Z,5,3,6,68,54.19
SUB-00601,2026-01-21T10:00:00Z,0,0,6,30,53.69
SUB-00601,2026-03-04T10:00:00Z,0,0,6,30,53.69
SUB-00601,2026-03-30T10:00:00Z,1,0,6,30,53.69
SUB-00602,2026-01-28T19:00:00Z,0,1,6,40,40.95
SUB-00602,2026-03-11T19:00:00Z,0,1,6,40,40.95
SUB-00602,2026-03-17T19:00:00Z,1,1,6,40,40.95
SUB-00603,2026-01-29T18:00:00Z,0,4,6,26,65.34
SUB-00603,2026-03-12T18:00:00Z,0,4,6,26,65.34
SUB-00603,2026-04-03T18:00:00Z,5,4,6,26,65.34
SUB-00604,2026-01-17T10:00:00Z,0,4,6,35,72.15
SUB-00604,2026-02-28T10:00:00Z,0,4,6,35,72.15
SUB-00604,2026-03-15T10:00:00Z,5,4,6,35,72.15
SUB-00605,2026-01-21T03:00:00Z,0,2,6,25,65.93
SUB-00605,2026-03-04T03:00:00Z,0,2,6,25,65.93
SUB-00605,2026-03-25T03:00:00Z,3,2,6,25,65.93
SUB-00606,2026-01-16T17:00:00Z,0,2,6,4,48.09
SUB-00606,2026-02-27T17:00:00Z,1,2,6,4,48.09
SUB-00606,2026-03-13T17:00:00Z,3,2,6,4,48.09
SUB-00607,2026-01-20T17:00:00Z,0,2,6,47,32.44
SUB-00607,2026-03-03T17:00:00Z,1,2,6,47,32.44
SUB-00607,2026-04-01T17:00:00Z,6,2,6,47,32.44
SUB-00608,2026-01-27T03:00:00Z,0,3,6,50,56.77
SUB-00608,2026-03-10T03:00:00Z,0,3,6,50,56.77
SUB-00609,2026-01-19T10:00:00Z,0,2,6,63,65.75
SUB-00609,2026-03-02T10:00:00Z,0,2,6,63,65.75
SUB-00610,2026-01-24T04:00:00Z,0,3,6,26,39.17
SUB-00610,2026-03-07T04:00:00Z,0,3,6,26,39.17
SUB-00610,2026-03-20T04:00:00Z,4,3,6,26,39.17
SUB-00611,2026-01-28T07:00:00Z,0,4,6,8,48.10
SUB-00611,2026-03-11T07:00:00Z,0,4,6,8,48.10
SUB-00611,2026-03-27T07:00:00Z,7,4,6,8,48.10
SUB-00612,2026-01-18T09:00:00Z,1,3,6,38,68.09
SUB-00612,2026-03-01T09:00:00Z,2,3,6,38,68.09
SUB-00612,2026-03-25T09:00:00Z,8,3,6,38,68.09
SUB-00613,2026-01-27T18:00:00Z,0,2,6,41,53.67
SUB-00613,2026-03-10T18:00:00Z,0,2,6,41,53.67
SUB-00614,2026-01-29T13:00:00Z,0,3,6,10,50.67
SUB-00614,2026-03-12T13:00:00Z,0,3,6,10,50.67
SUB-00614,2026-03-31T13:00:00Z,2,3,6,10,50.67
SUB-00615,2026-01-27T10:00:00Z,0,2,6,22,70.42
SUB-00615,2026-03-10T10:00:00Z,0,2,6,22,70.42
SUB-00615,2026-03-19T10:00:00Z,3,2,6,22,70.42
SUB-00616,2026-01-17T22:00:00Z,0,2,6,62,55.02
SUB-00616,2026-02-28T22:00:00Z,0,2,6,62,55.02
SUB-00617,2026-01-28T14:00:00Z,0,2,6,13,20.32
SUB-00617,2026-03-11T14:00:00Z,1,2,6,13,20.32
SUB-00617,2026-04-08T14:00:00Z,6,2,6,13,20.32
SUB-00618,2026-01-25T20:00:00Z,0,2,6,16,37.81
SUB-00618,2026-03-08T20:00:00Z,0,2,6,16,37.81
SUB-00618,2026-04-03T20:00:00Z,7,2,6,16,37.81
SUB-00619,2026-01-19T17:00:00Z,0,3,6,40,54.79
SUB-00619,2026-03-02T17:00:00Z,0,3,6,40,54.79
SUB-00619,2026-03-25T17:00:00Z,1,3,6,40,54.79
SUB-00620,2026-01-24T08:00:00Z,0,4,6,15,23.67
SUB-00620,2026-03-07T08:00:00Z,0,4,6,15,23.67
SUB-00620,2026-04-03T08:00:00Z,3,4,6,15,23.67
SUB-00621,2026-01-29T05:00:00Z,0,2,6,61,58.99
SUB-00621,2026-03-12T05:00:00Z,1,2,6,61,58.99
SUB-00622,2026-01-21T04:00:00Z,0,2,6,36,69.81
SUB-00622,2026-03-04T04:00:00Z,0,2,6,36,69.81
SUB-00623,2026-01-27T04:00:00Z,0,3,6,20,65.65
SUB-00623,2026-03-10T04:00:00Z,0,3,6,20,65.65
SUB-00623,2026-03-31T04:00:00Z,4,3,6,20,65.65
SUB-00624,2026-01-19T08:00:00Z,0,3,6,55,46.21
SUB-00624,2026-03-02T08:00:00Z,0,3,6,55,46.21
SUB-00625,2026-01-28T00:00:00Z,0,1,6,30,34.05
SUB-00625,2026-03-11T00:00:00Z,0,1,6,30,34.05
SUB-00625,2026-04-05T00:00:00Z,4,1,6,30,34.05
SUB-00626,2026-01-20T23:00:00Z,0,2,6,40,56.52
SUB-00626,2026-03-03T23:00:00Z,0,2,6,40,56.52
SUB-00627,2026-01-22T02:00:00Z,0,2,6,6,46.85
SUB-00627,2026-03-05T02:00:00Z,0,2,6,6,46.85
SUB-00627,2026-03-24T02:00:00Z,6,2,6,6,46.85
SUB-00628,2026-01-19T01:00:00Z,0,3,6,5,51.80
SUB-00628,2026-03-02T01:00:00Z,0,3,6,5,51.80
SUB-00628,2026-03-08T01:00:00Z,4,3,6,5,51.80
SUB-00629,2026-01-30T05:00:00Z,1,3,6,27,19.30
SUB-00629,2026-03-13T05:00:00Z,2,3,6,27,19.30
SUB-00629,2026-03-25T05:00:00Z,5,3,6,27,19.30
SUB-00630,2026-01-28T08:00:00Z,0,3,6,3,124.69
SUB-00630,2026-03-11T08:00:00Z,1,3,6,3,124.69
SUB-00630,2026-03-24T08:00:00Z,5,3,6,3,124.69
SUB-00631,2026-01-19T12:00:00Z,1,1,6,44,56.78
SUB-00631,2026-03-02T12:00:00Z,2,1,6,44,56.78
SUB-00632,2026-01-24T17:00:00Z,0,3,6,12,100.28
SUB-00632,2026-03-07T17:00:00Z,0,3,6,12,100.28
SUB-00632,2026-03-12T17:00:00Z,3,3,6,12,100.28
SUB-00633,2026-01-29T17:00:00Z,0,3,6,56,27.47
SUB-00633,2026-03-12T17:00:00Z,1,3,6,56,27.47
SUB-00634,2026-01-17T11:00:00Z,0,1,6,26,45.01
SUB-00634,2026-02-28T11:00:00Z,0,1,6,26,45.01
SUB-00635,2026-01-29T10:00:00Z,0,4,6,49,57.47
SUB-00635,2026-03-12T10:00:00Z,0,4,6,49,57.47
SUB-00635,2026-04-02T10:00:00Z,2,4,6,49,57.47
SUB-00636,2026-01-19T17:00:00Z,0,2,6,44,53.19
SUB-00636,2026-03-02T17:00:00Z,1,2,6,44,53.19
SUB-00637,2026-01-27T04:00:00Z,0,4,6,65,38.43
SUB-00637,2026-03-10T04:00:00Z,1,4,6,65,38.43
SUB-00637,2026-03-23T04:00:00Z,3,4,6,65,38.43
SUB-00638,2026-01-19T13:00:00Z,0,4,6,30,9.98
